target_dates,op_rate_0d_all_cars,op_rate_1d_all_cars,op_rate_2d_all_cars,op_rate_3d_all_cars,op_rate_4d_all_cars,op_rate_5d_all_cars,op_rate_6d_all_cars,op_rate_7d_all_cars,op_rate_0d_major_cars,op_rate_1d_major_cars,op_rate_2d_major_cars,op_rate_3d_major_cars,op_rate_4d_major_cars,op_rate_5d_major_cars,op_rate_6d_major_cars,op_rate_7d_major_cars,click_d_day,click_d_1,click_d_2,click_d_3,click_d_4,click_d_5,click_d_6,click_d_7,is_clean,avg_precipitation,avg_temperature,month,year,week,weekday,is_weekend
2020-05-12,0.3382100469,0.1453899452,0.0755137765,0.05839204113,0.04655268769,0.03333692833,0.02571654183,0.01964300933,0.3489370701,0.1540945054,0.07833379333,0.05998298029,0.0464879597,0.0330058764,0.02483239035,0.0193412337,183904,12190,4890,4111,3454,2190,1624,1277,0,4.8,16.1,5,2020,20,1,False
2020-01-02,0.3782191244,0.1666731521,0.1252183425,0.1007524529,0.08693058006,0.07873733181,0.07001011726,0.06158267326,0.377319329,0.1624797875,0.1216432779,0.09808305902,0.08608187514,0.07802574209,0.06937947563,0.06130529568,209927,17834,11574,6907,4062,3778,3134,2157,1,0.0,2.0,1,2020,1,3,False
2020-10-05,0.2461809813,0.1024833662,0.06843591266,0.05554288101,0.04693867451,0.04089050157,0.03611400815,0.03137312417,0.2525526642,0.1050980415,0.06615517084,0.0527129617,0.04328516795,0.03756576646,0.03263993431,0.02816648419,181673,14017,7343,4729,4066,3571,3124,1739,1,0.0,14.3,10,2020,41,0,False
2021-03-02,0.2683786259,0.1253095331,0.0881724513,0.07288878362,0.06035645182,0.04800019048,0.0417543886,0.03180358808,0.2647810877,0.1265622311,0.08657879453,0.07081845494,0.05836183531,0.0453988126,0.0391687102,0.02786740664,161746,12761,7245,6180,4555,2723,2196,1823,0,27.4,2.9,3,2021,9,1,False
2021-03-29,0.3195626031,0.1579974137,0.119040895,0.09900215028,0.07856022771,0.06236127213,0.04813547272,0.03999388111,0.3222325414,0.1623115703,0.1198462614,0.09981246167,0.07820187824,0.06254813246,0.04702363126,0.03933135099,184262,13559,10663,8585,5825,3519,2798,1736,0,0.5,12.0,3,2021,13,0,False
2020-08-08,0.3607034467,0.1905798858,0.1457038415,0.128603793,0.1152797974,0.1062242798,0.09586552809,0.08794930098,0.3555324326,0.1955421951,0.1462241764,0.1258335327,0.1124740767,0.1021197256,0.09176537449,0.08255463827,251394,28112,18054,15098,13607,9890,6631,5677,0,743.4,24.2,8,2020,32,5,True
2020-03-18,0.3867611367,0.1677631391,0.09534279383,0.06596338657,0.05403838021,0.04489361232,0.03214328657,0.02392035709,0.4013343139,0.1747595993,0.0963537946,0.06522513659,0.05456919579,0.04455890518,0.03338752937,0.02440810879,192278,16575,6739,3788,2458,1975,1534,1094,1,0.0,9.8,3,2020,12,2,False
2020-02-10,0.3620288469,0.140168982,0.09319475251,0.06924176979,0.0530082594,0.04198502802,0.03380515993,0.02775288933,0.3714649181,0.1378426082,0.09017585232,0.0667656484,0.0501298457,0.03934252501,0.031262433,0.02515172778,214910,17163,11200,7815,5188,4196,2707,1696,0,0.0,4.6,2,2020,7,0,False
2019-09-21,0.4526165795,0.1928495916,0.135907671,0.1088186865,0.08721057826,0.06946748783,0.05450966819,0.04800485071,0.4648441806,0.1929477939,0.1348374445,0.1084442706,0.08524319624,0.06662151922,0.0505821226,0.04351578051,307852,29063,19870,18625,16760,10023,4718,3129,0,414.1,18.4,9,2019,38,5,True
2021-03-28,0.416543913,0.2206900225,0.155488545,0.1202374228,0.09935764044,0.08410996165,0.06891182853,0.05806256627,0.4168262322,0.2232793537,0.1546433563,0.1156524979,0.09530851125,0.08109071721,0.06649945093,0.05416060554,244578,20635,11598,8656,6043,4745,3245,1834,0,50.5,11.5,3,2021,12,6,True
2020-07-07,0.3634161649,0.1787192785,0.1036376274,0.08206216695,0.06831583675,0.05592905611,0.04688713429,0.03890241342,0.3844952754,0.1920554077,0.108596661,0.08511008952,0.07025284297,0.05770263731,0.04671425115,0.03715702879,217260,13504,5889,4647,3955,3192,2187,1662,0,33.4,23.5,7,2020,28,1,False
2020-10-19,0.315849477,0.1584155016,0.1166911945,0.09424699534,0.07497301938,0.05931138092,0.04643671818,0.03562055433,0.316036948,0.1586205377,0.1136545654,0.09146759706,0.07076838185,0.05550382428,0.04208913873,0.03081842706,190294,15975,10632,6677,4492,3646,2379,1332,1,0.0,14.1,10,2020,43,0,False
2021-02-07,0.4342760484,0.2249461995,0.148481572,0.110099087,0.08735270152,0.06992629852,0.05542758347,0.04200226693,0.4428891515,0.2352362793,0.1535610139,0.1128990953,0.08774861672,0.06927620757,0.05327033797,0.03878607746,244947,18959,9050,6529,5124,4521,3280,1855,0,1.7,5.7,2,2021,5,6,True
2020-10-17,0.4464730761,0.2328709836,0.1643420407,0.1298485406,0.1021044886,0.07759443218,0.0624546235,0.05349644346,0.4453370331,0.2376371837,0.163295512,0.1274754372,0.0984551509,0.0735618706,0.05854064162,0.04932193713,291112,32504,20617,18067,15209,10202,5521,3301,0,0.3,13.1,10,2020,42,5,True
2021-04-18,0.492128087,0.2684319723,0.1985660597,0.1630714421,0.1367750273,0.1143180633,0.09486354152,0.08090766823,0.4916073283,0.2795979642,0.2020640914,0.1643723651,0.1361690104,0.1127033408,0.09283990681,0.07845610057,273153,21076,12366,9853,7771,6242,4642,2832,0,0.9,10.6,4,2021,15,6,True
2019-11-09,0.5146572867,0.234837718,0.1637137885,0.1292271723,0.10463085,0.08375273802,0.06476782202,0.05603462827,0.5121691165,0.2200166393,0.1484130841,0.1151755781,0.09110453958,0.07337292729,0.05390159721,0.04455720393,328694,33739,22033,18211,16009,11244,5850,4598,0,2.6,9.3,11,2019,45,5,True
2020-07-23,0.3276598034,0.1714372364,0.1147198441,0.09014243601,0.07481681475,0.06916512245,0.06359438892,0.05378809881,0.3428385199,0.1835944508,0.1211191198,0.09407966737,0.07574051814,0.07023597007,0.06314812157,0.0533601403,197384,16664,9274,4851,3433,2782,2703,2661,0,655.6,21.9,7,2020,30,3,False
2019-09-09,0.2946931143,0.09452055396,0.05866948806,0.04927905659,0.0402701663,0.03351851887,0.02906929679,0.02434584199,0.3161890545,0.09519012385,0.05542845894,0.04720715535,0.03989565396,0.0326387407,0.02803679571,0.02248369386,234512,12409,8536,5944,4645,3099,2392,1777,0,90.4,24.7,9,2019,37,0,False
2020-03-20,0.3526017218,0.1521783691,0.09075195664,0.06551375217,0.04761161081,0.03667706193,0.03146397529,0.02713424206,0.3597723148,0.1565665683,0.09084425284,0.06350124946,0.04368509355,0.03154975542,0.02763855558,0.02327429368,209247,18381,10767,7121,4137,2355,1617,1270,1,0.0,9.3,3,2020,12,4,False
2019-10-12,0.4927380614,0.2118276628,0.1462237369,0.1089114596,0.09161025413,0.0757730216,0.06397929662,0.05745303544,0.5008165233,0.2113269924,0.1468633362,0.1082796465,0.0902464845,0.07381198951,0.06067855267,0.05370928626,333131,34026,21158,12031,11718,8308,5138,4453,0,0.2,18.5,10,2019,41,5,True
2020-04-22,0.3053561244,0.1289863007,0.06717156065,0.04238627131,0.03302192451,0.02617798655,0.01934470893,0.01468461766,0.3109115392,0.1297324934,0.06690841708,0.03988438538,0.02979174886,0.02287319481,0.01555270854,0.0117062762,169504,13211,5317,2968,2335,1808,1125,763,0,0.0,7.5,4,2020,17,2,False
2021-01-13,0.3101718912,0.1501414246,0.09933248113,0.06701852898,0.0548314407,0.04406055901,0.03450067445,0.02855156116,0.3123471509,0.1557204814,0.1006150634,0.06617394358,0.05507926902,0.04356714333,0.03361929203,0.02756578358,169450,14210,6558,2965,2492,1686,1392,1371,0,0.1,3.7,1,2021,2,2,False
2021-03-24,0.3261080376,0.1742454894,0.1192100492,0.08376790745,0.07051277248,0.05898781694,0.04828143419,0.0396498931,0.3226471465,0.1752190918,0.1191305138,0.08421041373,0.07159079565,0.05891502303,0.0481253298,0.03998113921,180960,19487,7405,4360,3492,2884,2190,1690,1,0.0,9.6,3,2021,12,2,False
2019-09-13,0.7182867984,0.3997026261,0.3282978345,0.2770558978,0.2393860279,0.2108551504,0.1934044561,0.1782597867,0.7265296586,0.3574699941,0.2996520314,0.2473171605,0.2069945136,0.1751830571,0.1606008904,0.1485541815,520792,48307,26063,17879,15053,8370,6946,7328,0,0.4,22.0,9,2019,37,4,False
2020-11-01,0.4371320601,0.2347900362,0.1678185156,0.1335996482,0.1102915382,0.09194718665,0.0736263044,0.05988255465,0.432114877,0.237712194,0.1645341359,0.1268148174,0.1041233421,0.08510193786,0.06599003343,0.05108638723,239699,19801,12748,8613,7501,5387,4373,2153,0,31.1,13.3,11,2020,44,6,True
2021-02-18,0.3552937055,0.1829797909,0.1170120831,0.08390150343,0.06024473233,0.05110370749,0.04563224884,0.04160153025,0.3551422823,0.1898829789,0.1170855993,0.08261576837,0.05843410561,0.04881744558,0.04330444651,0.0395987163,180551,17382,10078,5752,2893,2169,1944,1990,0,2.8,-3.8,2,2021,7,3,False
2021-02-23,0.3580696676,0.1863785132,0.1187116635,0.09708871189,0.07831652375,0.06156733498,0.05112237684,0.03728689208,0.3515607574,0.1886139459,0.1183772006,0.09554585169,0.07586371698,0.06016307587,0.05014028814,0.03477764694,182722,16002,6841,4922,4406,3719,2919,2151,0,0.7,2.8,2,2021,8,1,False
2020-01-15,0.3906210504,0.1798265113,0.1088337304,0.07776506622,0.06666570123,0.05668575814,0.04745088953,0.04054392609,0.3946335423,0.1812113395,0.1109141953,0.07731385131,0.0639831917,0.05494854897,0.04679731761,0.04091152156,196675,16361,6926,4036,3313,3003,2329,1996,0,0.1,-0.5,1,2020,3,2,False
2021-05-16,0.3858175623,0.2186585607,0.1633775976,0.1357014191,0.1180132683,0.1049404683,0.09179078248,0.08174069681,0.378273892,0.2196212659,0.1606896036,0.1317996874,0.1141665733,0.1007944513,0.08622146886,0.07572269541,207380,15768,9706,6588,5814,5423,4104,2430,0,439.1,18.7,5,2021,19,6,True
2021-05-21,0.3341744271,0.1895163399,0.1387244009,0.1201269063,0.1001138344,0.0852167756,0.07865359477,0.07281808279,0.3241494035,0.1859715134,0.1323781833,0.114421548,0.09361286764,0.07782569706,0.07120405295,0.06551305993,204678,16649,10323,8194,6259,3613,3103,2433,0,27.2,16.1,5,2021,20,4,False
2020-05-22,0.3383674104,0.1544967496,0.08961583154,0.06301765196,0.0467509719,0.03470754514,0.02954329378,0.02460155549,0.3500217866,0.1607977164,0.09051253934,0.06186256146,0.04482674756,0.03197379631,0.02586092871,0.02172784512,198105,16507,9999,7341,5270,2842,2120,2032,0,3.5,17.1,5,2020,21,4,False
2020-11-25,0.3384631936,0.1752650274,0.1168494053,0.08890191481,0.07752990952,0.06729391489,0.05818453723,0.05031199587,0.3413292625,0.1803598009,0.1165980556,0.0878763916,0.0758927187,0.06579488014,0.0562358514,0.04799186746,173802,15123,7131,3391,3078,2687,2789,1990,1,0.0,6.1,11,2020,48,2,False
2020-10-29,0.3530557707,0.1868690797,0.1251358145,0.09299345127,0.07373001057,0.06594351597,0.05784896929,0.04584605051,0.354052117,0.1892385177,0.1233288667,0.08957890522,0.06802263346,0.060909728,0.0517464113,0.03976738903,186664,18223,10088,5439,2864,2601,2180,2006,1,0.0,11.1,10,2020,44,3,False
2020-05-04,0.4215192279,0.2026623967,0.1519823059,0.126770615,0.1074429067,0.09015230903,0.07815172484,0.06592529691,0.4309052512,0.211280543,0.1577599913,0.1321626431,0.1148596006,0.09277978547,0.07997464271,0.06694668932,266387,21264,12442,10081,8230,5327,4435,2821,0,0.2,18.8,5,2020,19,0,False
2020-12-11,0.330598641,0.1686764528,0.1041496506,0.07816297103,0.06103850924,0.04860102752,0.04259750834,0.03713913342,0.3342020322,0.1759407141,0.1061205881,0.07914797698,0.06132292752,0.04768040264,0.04131930286,0.03522722124,201339,16596,9633,6968,4555,2707,2067,2402,0,0.0,6.0,12,2020,50,4,False
2021-01-14,0.339925637,0.1664821967,0.1023213127,0.07539262015,0.0552376392,0.04611029997,0.03719490497,0.02999141757,0.3427085373,0.171676801,0.1021033402,0.07550634237,0.05375867588,0.04493134087,0.03508963831,0.02767119907,164388,13025,8377,4643,2720,2139,1909,1187,1,0.0,5.1,1,2021,2,3,False
2020-09-09,0.353860724,0.1824141558,0.119314588,0.0918273101,0.07812649742,0.06280906791,0.04702743756,0.03343264236,0.3620266465,0.1934279057,0.126602857,0.09767433449,0.08321150097,0.06651094968,0.04853877315,0.03273102461,203239,14173,6429,3684,3179,2270,1605,1064,0,96.5,21.8,9,2020,37,2,False
2020-08-14,0.3797449852,0.2066422411,0.1468093187,0.1258645926,0.1082022015,0.09842849623,0.09399529495,0.0877521055,0.3822354674,0.2131374449,0.148625361,0.1222421721,0.1019911841,0.09118502052,0.08669535644,0.08056125551,278481,28545,16841,12097,8968,5478,5306,5963,0,7.8,27.9,8,2020,33,4,False
2020-05-11,0.3128730366,0.1227499557,0.08091609953,0.06048878226,0.04220822019,0.03083041764,0.02279628046,0.01951136839,0.3281252712,0.1285041724,0.08647207228,0.06255723188,0.04306568818,0.0312304585,0.02259087021,0.01903872002,183546,12640,8466,6461,3806,2984,1706,1144,0,0.6,17.3,5,2020,20,0,False
2019-12-03,0.3161379646,0.1246791027,0.06241262357,0.04719774993,0.03900332272,0.02965766362,0.02417173347,0.01910148764,0.335501198,0.12642626,0.06174604902,0.04680145009,0.03847562122,0.03065778666,0.02479935874,0.02037584982,186257,10410,4215,3189,2612,2084,1450,1192,0,2.8,2.4,12,2019,49,1,False
2019-11-26,0.3130822652,0.1246073543,0.06401577139,0.05192173246,0.04359202888,0.03358820547,0.02696507847,0.02261132832,0.3461497196,0.1285774366,0.06736375106,0.05250068032,0.041475422,0.03164257382,0.02508349345,0.02028251709,196881,10737,4404,3365,3341,2112,1431,1104,0,5.2,7.7,11,2019,48,1,False
2020-12-07,0.2984134579,0.1403084888,0.09915826815,0.07666278079,0.05784885178,0.04691699258,0.03658681809,0.02879061372,0.3054986678,0.1475654108,0.1012994852,0.07621235935,0.05535150259,0.04466671982,0.03363077612,0.02450723581,163570,11215,8024,5836,3974,2895,2102,1161,1,0.0,4.5,12,2020,50,0,False
2020-06-26,0.351105061,0.1675182601,0.1064358145,0.08196433143,0.06532983349,0.05264486913,0.04662570182,0.04161031036,0.3609655824,0.1722432886,0.1044377275,0.07992657317,0.06393618061,0.0494196564,0.04207189583,0.03723517023,221075,19395,11297,9338,6984,3487,2499,2578,0,3.7,22.3,6,2020,26,4,False
2020-11-22,0.4314180843,0.2405574324,0.179039039,0.1463044294,0.1274774775,0.1115002503,0.09549424424,0.08270520521,0.4271456011,0.2458602663,0.177183121,0.143608941,0.1235564701,0.1075623527,0.09179299975,0.07809884208,216788,18442,10553,7208,6166,5551,4526,2745,0,24.4,8.2,11,2020,47,6,True
2020-01-21,0.3860731543,0.1721310166,0.09600305514,0.078307506,0.0658241321,0.05297629074,0.04300353141,0.03419822965,0.3925101047,0.1762882905,0.09530020914,0.07607444984,0.0661078828,0.05244704639,0.04304493187,0.03354874192,210054,13416,5615,4700,3855,2679,1871,1456,0,0.2,1.1,1,2020,4,1,False
2020-01-27,0.4099918705,0.1874042446,0.1411239075,0.1216790278,0.1063066553,0.09213050013,0.08258977796,0.07453181401,0.4074820789,0.1763903345,0.128436985,0.1083355018,0.09347984792,0.0800300691,0.06914809032,0.06268612484,253434,17464,9445,6505,5003,3563,2906,2137,0,167.8,6.4,1,2020,5,0,False
2019-09-17,0.3042356103,0.1086660621,0.05586251653,0.04242820211,0.03670577368,0.03204785212,0.02776979867,0.02264251782,0.3348549741,0.1161310897,0.05743925753,0.04334697138,0.03746545968,0.0314244995,0.02640926971,0.02090254411,239690,12629,4522,2856,2045,2471,2385,1685,0,0.0,21.7,9,2019,38,1,False
2021-02-04,0.3183320587,0.1614454242,0.1031729954,0.07680264273,0.05599711365,0.04686540091,0.03888557886,0.03191465417,0.3187167455,0.1639698949,0.1015166652,0.07405318337,0.05264738236,0.04394998952,0.03561740451,0.0284999102,168426,14265,7789,5075,2741,2146,1863,1298,1,0.0,18.5,2,2021,5,3,False
2020-07-01,0.349856482,0.1610062754,0.09342294129,0.06449100101,0.05243810314,0.04399269639,0.03463745407,0.02848602391,0.3649751095,0.1703008268,0.09606908059,0.06420709234,0.05048809642,0.04069130391,0.03069777866,0.02453556131,206557,16804,8440,4903,3786,3066,2112,1701,0,18.3,20.7,7,2020,27,2,False
2020-07-12,0.4572796328,0.2354014648,0.1596637016,0.1244067222,0.1020397456,0.08832238258,0.07541959942,0.06533858539,0.4658831173,0.2492154113,0.1679818662,0.1281395471,0.1043240614,0.08654680823,0.07390396062,0.06215540102,281103,21585,11866,9026,7094,5228,4921,2484,0,275.9,21.8,7,2020,28,6,True
2021-01-02,0.4181279823,0.2193720509,0.158402602,0.1148655511,0.08778241305,0.07095806902,0.05814401633,0.05184278095,0.414384631,0.2232947521,0.1582782172,0.1125029792,0.08494678316,0.06875921705,0.05566262234,0.04873121211,243095,17391,8050,6294,4935,3732,1627,970,0,1.8,-2.1,1,2021,53,5,True
2019-09-19,0.3346965971,0.1338500868,0.08293147892,0.05500875521,0.03790791877,0.03117116869,0.0289811143,0.02629881435,0.3685202199,0.1399624802,0.08601756293,0.05758673359,0.0360449382,0.02907698454,0.02696588202,0.02349012599,213032,15529,8722,3985,2202,1471,1284,1487,0,0.1,19.4,9,2019,38,3,False
2020-10-11,0.4072296827,0.2142022113,0.1584833785,0.1174182278,0.08804227486,0.07247144772,0.05862383339,0.04793918558,0.4147073896,0.2200592613,0.1604974427,0.1159729879,0.08543312814,0.07054985146,0.05760079781,0.045616463,245101,20774,11623,7915,5399,4307,2659,1499,1,0.0,16.5,10,2020,41,6,True
2020-02-11,0.4051014011,0.1754191478,0.0926733298,0.07334630322,0.05882017869,0.04519960915,0.03639454739,0.0299767915,0.4183490933,0.180255917,0.08877754712,0.07160893681,0.0574672043,0.04410075826,0.03434084347,0.02787951903,211430,15548,5684,4809,3808,2793,2581,1666,0,0.4,5.9,2,2020,7,1,False
2020-09-14,0.3663096433,0.1831163796,0.1370089045,0.1105825724,0.0871306249,0.07008133957,0.05661142896,0.04624412467,0.3759880935,0.1915630267,0.1418946365,0.1153525656,0.08998356187,0.07014771537,0.05660239473,0.04504920049,199125,15787,9334,7328,4724,3414,2625,1673,0,0.6,21.0,9,2020,38,0,False
2019-11-29,0.3552039968,0.1503892848,0.09321649321,0.06856839412,0.05391963893,0.04232378984,0.03727525226,0.03321291201,0.3605730534,0.1452736466,0.09073562832,0.06562043386,0.05116381855,0.03922218594,0.03467212871,0.02926120528,215331,17861,10220,8203,4781,2729,2506,2200,0,2.3,3.9,11,2019,48,4,False
2019-10-26,0.5155403177,0.2374467744,0.1660941473,0.1330064439,0.1080679375,0.08740168772,0.07124733872,0.06385906075,0.5252230394,0.2251535894,0.155334834,0.1229587964,0.1014587495,0.0814818352,0.06582567788,0.05869906356,330792,35664,23410,18422,16217,11128,5217,3836,0,0.3,13.0,10,2019,43,5,True
2020-02-17,0.328556174,0.1401355633,0.1027055561,0.08396273106,0.06381492632,0.05051264555,0.03990318159,0.02952873509,0.3381804411,0.1416118803,0.09846489318,0.07829189887,0.05887902009,0.04456018519,0.03419068559,0.02662037037,196597,17037,11502,8508,6150,4482,3718,2119,0,24.9,-2.7,2,2020,8,0,False
2021-04-20,0.3328716182,0.1755656596,0.1161051481,0.09846097055,0.08781625351,0.07474787271,0.06399194045,0.05084369765,0.3302486649,0.1781193647,0.1147827369,0.09648529616,0.08578599667,0.07297301984,0.06355510473,0.04879837703,186113,12911,5972,5280,5183,3789,2486,2311,1,0.0,14.9,4,2021,16,1,False
2019-12-08,0.4447029412,0.204255388,0.1421838067,0.1079834969,0.08925674967,0.07274453246,0.05954601782,0.05005738638,0.4441608253,0.1894312473,0.1274976103,0.09276425596,0.07548590211,0.06231169384,0.04964761469,0.04181242767,240812,15577,10062,6441,5174,3816,2963,1275,1,0.0,1.8,12,2019,49,6,True
2020-06-24,0.3373845499,0.1607421639,0.09736748992,0.06677967829,0.05600914515,0.04676280331,0.0373371038,0.03146156965,0.3509477376,0.1689439586,0.1018371527,0.06684582863,0.05477212865,0.04494283325,0.03510971867,0.02912633719,172952,13721,6723,3152,2619,2078,1814,1558,0,242.0,22.1,6,2020,26,2,False
2021-05-15,0.4261131832,0.2238741707,0.1647697816,0.1360550942,0.1160032512,0.09870117745,0.08593537191,0.07803864066,0.4212336223,0.2269789682,0.1606771514,0.1317763395,0.1107352099,0.09315579588,0.07931438106,0.07163759075,269089,29407,17473,14496,12506,9630,5815,4316,0,104.2,20.5,5,2021,19,5,True
2019-12-21,0.4987386751,0.2487795866,0.1775077319,0.1452427417,0.1214364786,0.1039426983,0.08854380649,0.07965497466,0.4957381762,0.2487282029,0.1700641303,0.1348176971,0.1077658885,0.09160541865,0.0733751261,0.06395373973,280770,27529,17803,14703,12025,8975,5662,4460,0,0.4,0.8,12,2019,51,5,True
2019-11-24,0.436112551,0.2012620881,0.1394685958,0.1083780369,0.08922335934,0.07666091397,0.06274859656,0.05190741657,0.4593187868,0.1910826765,0.1301039684,0.1001177934,0.08154141082,0.07070408779,0.05785899767,0.04853451149,253655,19461,10568,6209,5725,4588,2986,1691,0,12.0,12.5,11,2019,47,6,True
2020-12-22,0.358352676,0.1852443909,0.1161249344,0.09342855157,0.07564946097,0.06155656978,0.0520804374,0.04306507995,0.3662612197,0.1931482971,0.1167193692,0.09247806233,0.0715153005,0.05772418134,0.04689501952,0.03832666637,182894,15480,7232,4568,3760,2802,2322,1501,0,0.2,2.2,12,2020,52,1,False
2019-12-18,0.3793830632,0.1656610382,0.1023994663,0.07235606446,0.06113032873,0.05384632382,0.0459179564,0.03889768393,0.3881183546,0.1677109094,0.1008493334,0.06929674038,0.05807804062,0.05291030087,0.04565527733,0.03946732806,218336,15761,6723,3997,3092,2992,2376,1977,0,3.5,4.7,12,2019,51,2,False
2020-02-12,0.3938144263,0.1772715946,0.09879364179,0.06424995561,0.05318235527,0.04516408123,0.03744686697,0.0306956746,0.411302721,0.1798062394,0.1000128787,0.06235273418,0.05315445883,0.04578277849,0.03667157024,0.02832764072,193650,15284,7020,3981,2923,2409,2111,1530,0,140.2,8.0,2,2020,7,2,False
