target_dates,op_rate_0d_all_cars,op_rate_1d_all_cars,op_rate_2d_all_cars,op_rate_3d_all_cars,op_rate_4d_all_cars,op_rate_5d_all_cars,op_rate_6d_all_cars,op_rate_7d_all_cars,op_rate_0d_major_cars,op_rate_1d_major_cars,op_rate_2d_major_cars,op_rate_3d_major_cars,op_rate_4d_major_cars,op_rate_5d_major_cars,op_rate_6d_major_cars,op_rate_7d_major_cars,click_d_day,click_d_1,click_d_2,click_d_3,click_d_4,click_d_5,click_d_6,click_d_7,is_clean,avg_precipitation,avg_temperature,month,year,week,weekday,is_weekend
2020-05-29,0.3511857631,0.1576925651,0.09347418949,0.06541178512,0.04756505479,0.03675377895,0.0322154402,0.02700796856,0.3597198725,0.165284548,0.09707730301,0.0682992185,0.04925796634,0.03819232337,0.0332216382,0.02703196146,204666,18398,10075,8160,5577,3109,2858,2200,0,0.1,19.1,5,2020,22,4,False
2021-04-24,0.4851202626,0.2529719868,0.1882783363,0.1550123934,0.1287751329,0.1098071526,0.09362248901,0.08532215852,0.4811679423,0.2590915961,0.1868399839,0.1524536477,0.1251125218,0.1059636571,0.08902828161,0.08063029021,320319,36002,22554,19741,15044,10625,6425,4939,0,0.3,16.6,4,2021,16,5,True
2019-09-28,0.4816480522,0.2072850994,0.1417848628,0.1116818219,0.09450152617,0.07696611524,0.06480086403,0.05709882359,0.4941360233,0.2066208131,0.1401034831,0.1099203647,0.09392916704,0.07487393548,0.06290068451,0.05465591706,334651,32223,19615,15513,13949,10316,5573,3990,0,19.0,22.5,9,2019,39,5,True
2020-10-07,0.2916798091,0.1369017355,0.07507844504,0.04822614932,0.03861905246,0.0333125115,0.0286191251,0.02557453732,0.3015491852,0.1419112821,0.07607024011,0.04824762254,0.03736300011,0.03210911145,0.02763276396,0.02386908305,179567,15534,6110,2868,2333,1901,1568,1480,0,0.0,16.2,10,2020,41,2,False
2020-07-11,0.4653218043,0.2141672317,0.1505257437,0.1172140697,0.09846191722,0.08274476409,0.06983458177,0.06320493779,0.4691576909,0.2228303381,0.153371585,0.119187128,0.09569835546,0.07926014957,0.06552388584,0.05819787851,365629,33696,21264,15859,13618,9936,5326,4134,0,8.1,24.0,7,2020,28,5,True
2020-04-10,0.3126855386,0.1287665438,0.06838007787,0.04459828217,0.03152953445,0.02251730479,0.01889867525,0.01653673112,0.3191082682,0.1352104706,0.07179490368,0.04780108481,0.03344428052,0.02259000791,0.01834592825,0.01502994952,189442,16099,9120,7264,3997,2448,1877,1732,0,0.1,9.9,4,2020,15,4,False
2020-10-25,0.4673719105,0.2542169075,0.1847379841,0.145362941,0.1215447094,0.1027536425,0.08366457822,0.06543502675,0.4627102341,0.2590038049,0.1837192107,0.1429585086,0.1189759616,0.1008297133,0.08136062203,0.06154397153,252312,23163,13690,9500,7396,5790,4252,2201,1,0.0,12.3,10,2020,43,6,True
2020-03-11,0.4085838833,0.1788222966,0.09765237027,0.06468123583,0.05284938815,0.04131269247,0.03078404243,0.02348879047,0.4262601706,0.1891827895,0.1037168451,0.07021314575,0.05358879737,0.04119384934,0.0292815848,0.02324895176,206646,18817,7853,3874,2966,2000,1879,935,0,0.7,5.2,3,2020,11,2,False
2020-08-24,0.3500078645,0.1678880485,0.1232562408,0.1030953601,0.08898539883,0.0794977558,0.07482406561,0.07115414808,0.3564729397,0.174054555,0.1253742742,0.1034816028,0.08817426206,0.07760930701,0.07196961083,0.06755791301,238601,18622,13340,9543,7738,6465,5093,3496,0,0.5,26.8,8,2020,35,0,False
2021-02-15,0.3345099761,0.1545313016,0.1138913396,0.09684365713,0.08622642191,0.07368347057,0.05564390891,0.04654028913,0.3360592657,0.1581398269,0.11258549,0.09546810836,0.0844559662,0.07089851251,0.05109179739,0.04257880587,191610,16503,8606,7635,7100,5186,4007,2306,0,5.6,3.4,2,2021,7,0,False
2020-12-20,0.3736507539,0.1892648335,0.1265184589,0.09435572406,0.0797143076,0.06737260008,0.05853630515,0.05202333538,0.3717497324,0.1910029499,0.1234310286,0.08848440154,0.07361781532,0.06082394744,0.05247441226,0.04599274455,228399,17221,9205,5277,4491,3028,2496,1394,0,0.6,-1.5,12,2020,51,6,True
2020-10-23,0.3432696849,0.1827531724,0.1299210853,0.105840279,0.08668917854,0.06769878919,0.05774270458,0.0500636687,0.344213173,0.1864725843,0.1275449482,0.1023063413,0.0827363345,0.06438150921,0.05402839403,0.0470223239,201191,21995,13760,10314,6477,3581,2752,2589,0,0.0,10.4,10,2020,43,4,False
2021-04-30,0.3268984899,0.1774682435,0.1263572241,0.1044064468,0.08855170531,0.07611182242,0.07024007838,0.06496147457,0.3210304557,0.178344145,0.1231786427,0.09988107119,0.08288339987,0.07072854291,0.0655738523,0.0611169328,199191,19710,12592,9569,7061,4826,4040,3671,0,78.2,13.0,4,2021,17,4,False
2020-01-16,0.3928162134,0.1857847377,0.113044505,0.08179726674,0.06222065754,0.05386772949,0.04529531161,0.03872582895,0.4047345466,0.1894786091,0.1120368079,0.08043867429,0.05878495674,0.05032904185,0.04288111681,0.03810490682,195072,16455,8439,4981,3297,2868,2433,1671,0,0.1,0.0,1,2020,3,3,False
2021-01-05,0.3030429499,0.1474844782,0.08704124737,0.06773079567,0.05525475551,0.04300919849,0.0345236421,0.02583820343,0.3125800308,0.1549251221,0.08885893027,0.06775299214,0.05358126414,0.03998358789,0.03235251429,0.02289415118,159731,11206,5172,3160,2442,2087,1247,1043,0,1.2,-2.0,1,2021,1,1,False
2019-11-07,0.3317193034,0.1343655635,0.078733282,0.05352914432,0.03840705592,0.03278752073,0.02773696922,0.02336578161,0.3397127026,0.1300302629,0.07670545094,0.05354332261,0.0385794508,0.03134231253,0.02695567027,0.0235761485,193157,14198,7848,4398,2057,2068,1664,1127,0,0.2,11.1,11,2019,45,3,False
2019-11-21,0.3243670807,0.1343365912,0.07823676264,0.05422746036,0.03801904481,0.0335627826,0.02971898939,0.02437963236,0.3597190022,0.1418041869,0.08091601039,0.05588204256,0.03929056683,0.03450868653,0.03040781194,0.02639103249,191710,14454,7939,3951,2246,1848,1472,1227,1,0.0,5.3,11,2019,47,3,False
2019-11-03,0.4797642376,0.2227308928,0.1554756965,0.1208057603,0.09973828573,0.08348658944,0.06834043289,0.05559790838,0.4774475251,0.2057181247,0.1407729661,0.1068307599,0.08862714619,0.0722019045,0.0583849418,0.04751217279,281120,20004,10870,6690,6749,5220,3330,1654,0,15.4,14.4,11,2019,44,6,True
2020-06-15,0.3446670669,0.1425636146,0.09683773337,0.07350466201,0.05382218437,0.04243425781,0.03480666934,0.02989153715,0.3653057991,0.1526447148,0.1029030934,0.07651003213,0.05562470269,0.04375166985,0.03508735346,0.02959265462,220459,13658,8825,6465,4671,2808,2431,1600,0,0.0,22.8,6,2020,25,0,False
2020-02-24,0.3222057089,0.1286273797,0.09166954759,0.07208812379,0.06243998073,0.05071535577,0.04092316648,0.03339287244,0.3229417429,0.1260424099,0.08751613659,0.0670719197,0.05506321185,0.04372629442,0.03446648038,0.02740360261,188054,14663,9677,7224,9916,4925,3308,2166,0,0.7,7.0,2,2020,9,0,False
2019-10-04,0.4198548857,0.1853779552,0.1341476335,0.1141198831,0.09802556251,0.08971066347,0.08462905262,0.07888623242,0.4408449206,0.1844645992,0.1330234515,0.1126471884,0.09528865688,0.08785609562,0.08323252313,0.07810599536,294378,25557,16312,13346,8405,4282,3566,3257,0,1.4,21.4,10,2019,40,4,False
2021-04-03,0.420869883,0.2189411035,0.1584931764,0.1241781939,0.1066888664,0.09159413282,0.07701287537,0.06663039974,0.4223864034,0.2255018883,0.1609858165,0.1217318696,0.1031905756,0.08766540307,0.07370730045,0.06289398586,245196,25943,15758,12828,10240,8750,4849,3340,0,317.4,14.4,4,2021,13,5,True
2020-08-28,0.2967196894,0.1455572989,0.09035158066,0.07191422594,0.06495176662,0.06210541609,0.06056078568,0.05942526732,0.3030690826,0.1526762675,0.09291135398,0.0709452793,0.06373235428,0.05965771099,0.05709813297,0.05474916515,233828,16735,9635,6862,4799,2959,2451,2537,0,131.5,27.1,8,2020,35,4,False
2019-09-25,0.3349441122,0.1298484493,0.07746630008,0.05074756125,0.04442508656,0.0396770581,0.03200044568,0.0262971139,0.3627031427,0.1364624691,0.08039229876,0.05457511932,0.04664756598,0.04065749351,0.03304572652,0.02600961175,215541,14689,6109,2632,2258,2222,2054,1493,1,0.0,18.8,9,2019,39,2,False
2019-12-19,0.400368415,0.1786801538,0.1107772149,0.08180030008,0.06149826666,0.05371020802,0.04746748971,0.04085520247,0.4095767742,0.1804059521,0.1101852069,0.07778796993,0.05544492362,0.04850845118,0.04437612296,0.03887956777,213266,17844,9193,5510,3544,2851,2718,2282,0,0.6,2.4,12,2019,51,3,False
2020-11-26,0.3445989167,0.1757569613,0.1167269933,0.09222775425,0.07457658727,0.06688619547,0.0592884213,0.05281770348,0.348837847,0.1811228046,0.1154535669,0.08982378496,0.07182282471,0.06402363473,0.05654969334,0.0503360902,169665,14648,8495,4861,2703,2635,2493,2032,0,1.7,6.9,11,2020,48,3,False
2021-02-25,0.3554367544,0.189312981,0.1304867873,0.09681841611,0.070881688,0.06107551493,0.05288966971,0.04374693796,0.3483051726,0.1908603031,0.1306987756,0.09504025448,0.06801133386,0.05821067727,0.05046005125,0.04224355055,177856,17767,10069,5660,3563,3206,2477,2327,0,42.4,4.7,2,2021,8,3,False
2019-12-11,0.3516584942,0.1502737676,0.08834956423,0.05805465121,0.05009386115,0.04332960541,0.0343428085,0.02706554933,0.3688103712,0.1594612804,0.09046756045,0.05862250358,0.05021311706,0.04443932019,0.03526249608,0.02798444948,198234,13478,5536,2614,2649,2211,1889,1375,0,2.1,7.8,12,2019,50,2,False
2021-03-21,0.4319667649,0.2273782668,0.1585276732,0.1204440311,0.09481569459,0.0771894048,0.06057589837,0.04882773595,0.4288332951,0.2304118037,0.15796763,0.1181392772,0.0922568153,0.07545904408,0.05701266869,0.04538960854,243182,19979,12161,7674,6490,4343,2797,1546,0,0.3,8.2,3,2021,11,6,True
2020-10-20,0.3323518501,0.1721574516,0.1104554309,0.09027287091,0.07366312391,0.05707545781,0.04571851263,0.03469032758,0.3345025723,0.174794551,0.1077811892,0.08672841636,0.07070741916,0.05287724422,0.04215249989,0.03076560416,185163,15746,6933,4368,3530,2508,1924,1581,1,0.0,14.2,10,2020,43,1,False
2020-11-18,0.3428568512,0.1844681389,0.1274357473,0.0969307332,0.08536312276,0.07557447107,0.06326124922,0.05349449048,0.3459260104,0.1906371068,0.1267888966,0.09455970091,0.08077057183,0.07170889509,0.05927959864,0.05016562064,156368,15655,6902,3426,3589,3036,2950,2415,0,28.0,17.8,11,2020,47,2,False
2020-07-14,0.3632297798,0.1908392693,0.1225980761,0.1012113102,0.08742435606,0.07324999211,0.06308669586,0.05552515511,0.379762123,0.2045155058,0.1281801449,0.1040103899,0.08821764543,0.07187475121,0.060909779,0.05270030858,206635,16147,6759,5914,4468,3381,3434,2535,0,98.4,19.8,7,2020,29,1,False
2020-02-26,0.3443595376,0.1444737659,0.07907556068,0.05486539229,0.04959787703,0.04400955042,0.03994618648,0.03191925016,0.3651283768,0.1537719148,0.08040196438,0.05383879985,0.04559813013,0.03734837277,0.03432037194,0.02522364676,192367,13830,6030,3210,2648,2514,4168,2150,0,14.2,7.4,2,2020,9,2,False
2020-12-16,0.3352351626,0.1680762852,0.1035761847,0.07736004322,0.06734948992,0.05610206543,0.04545140459,0.03726129454,0.3465719132,0.1755477677,0.1048200192,0.07671556514,0.06650342214,0.05394931932,0.04271502598,0.03443579548,177822,13361,6077,3419,2656,2605,1911,1525,0,1.8,-4.9,12,2020,51,2,False
2021-03-20,0.4078329054,0.2073908908,0.1455308055,0.1143978328,0.09121026055,0.07185159456,0.05695116728,0.04897401996,0.4041790845,0.2092150827,0.1433056517,0.110787803,0.08776790931,0.06706372109,0.05180144073,0.04411062659,254706,29930,17853,14627,12668,9255,4927,3355,0,69.1,9.5,3,2021,11,5,True
2021-04-27,0.3263505856,0.1723369806,0.1138789501,0.09894822119,0.08700895416,0.07352108411,0.06500087831,0.05362153529,0.3207762312,0.1704029474,0.109122906,0.0945253832,0.08287406467,0.07051075377,0.06412045433,0.05088310563,183502,13073,6315,5902,4536,3517,3452,2265,0,3.7,14.9,4,2021,17,1,False
2019-10-21,0.300865591,0.1088923386,0.07552916017,0.0605677441,0.04808755137,0.04094340595,0.03459992528,0.02976952707,0.3192155772,0.1084014219,0.07497420537,0.06109185513,0.04769505088,0.04122219798,0.03555148018,0.03061072171,203305,10639,7912,5314,3656,3244,1988,1630,1,0.0,15.9,10,2019,43,0,False
2020-08-02,0.4674671855,0.2662235848,0.202425575,0.1673627098,0.148921871,0.1330407739,0.1192385829,0.1081252582,0.4698489061,0.2791273525,0.2062925903,0.1674117334,0.147586618,0.1307290874,0.1146567832,0.1049677455,279085,25791,14223,11825,9489,8090,7003,3705,0,232.5,25.8,8,2020,31,6,True
2020-07-20,0.3068905087,0.1476623806,0.1119334059,0.0957984968,0.08001100256,0.07080613927,0.06275628361,0.05606154131,0.3168304777,0.1532958441,0.1135013585,0.09553024363,0.07778707283,0.06780198038,0.06085082425,0.05451397753,212894,15513,11612,8544,6864,5239,4456,3081,0,79.9,24.8,7,2020,30,0,False
2020-07-28,0.3199658018,0.1629569902,0.1026855406,0.08733686705,0.07633161739,0.06852936441,0.06014607905,0.05420911184,0.3308465248,0.1723104217,0.1071124823,0.0892941781,0.07675381283,0.06960766508,0.05982697751,0.05428658123,206860,13471,6203,5266,3972,3436,3278,2889,0,154.8,23.6,7,2020,31,1,False
2020-04-12,0.3770493336,0.1602529734,0.09462007765,0.06357536821,0.04819205645,0.03582994392,0.02627334073,0.01989200099,0.3849907808,0.1734975903,0.1022731401,0.06756454035,0.05080281895,0.0374739659,0.02688323404,0.01869460186,229920,16496,8478,6287,4769,3725,2208,1190,0,45.3,8.6,4,2020,15,6,True
2020-01-20,0.3492214876,0.1480947487,0.1067014687,0.08597400582,0.06826065546,0.0578316521,0.04655411369,0.04002764629,0.3556387724,0.1515436288,0.1041061628,0.08335938728,0.06623606867,0.05696327206,0.04606217888,0.03873032626,202918,14893,9814,6673,4588,3397,2777,2042,0,0.1,2.9,1,2020,4,0,False
2020-09-30,0.4421839803,0.226198063,0.1759611299,0.1538055338,0.1422624393,0.1318509023,0.1182009984,0.1088534274,0.4360037175,0.2297178885,0.1760792543,0.1519224336,0.1373454678,0.1266508143,0.1116642337,0.1015920807,308066,33228,20000,11022,9414,10011,8754,7593,0,13.6,18.7,9,2020,40,2,False
2019-10-27,0.4918059802,0.2262790824,0.1549091515,0.1220014044,0.1015792001,0.08446797195,0.06854172475,0.05582576908,0.5029547827,0.2104051361,0.1467357226,0.1165360758,0.09668165952,0.08075895745,0.06482802659,0.05277285422,277026,20321,10967,8082,6022,5242,3999,2071,0,2.0,11.3,10,2019,43,6,True
2020-09-27,0.3998427945,0.2022102488,0.1370415834,0.1036476589,0.0843345355,0.06862911947,0.05633346369,0.04593942817,0.4062293566,0.2069776715,0.1376955647,0.1017116655,0.08236975013,0.06677489177,0.05204583428,0.04219260272,274024,18350,11149,8310,6850,5434,3780,2018,0,2.6,19.0,9,2020,39,6,True
2019-11-12,0.334265267,0.132525109,0.07341185457,0.05898239315,0.04821370986,0.0371098614,0.03126717137,0.02514807023,0.3440014955,0.1299397882,0.07086171724,0.05403076173,0.04150559109,0.03030033385,0.02666686441,0.02064239081,190133,10690,4030,3762,4507,2686,1989,1203,0,0.1,10.2,11,2019,46,1,False
2019-10-02,0.2865548023,0.1099902791,0.0607091802,0.04656750936,0.04196438215,0.03710330193,0.03074723781,0.02605643199,0.3040669959,0.1134712249,0.06313955413,0.04733048896,0.04070035224,0.0345144101,0.02806621286,0.02437988962,221916,20344,8695,4549,3476,3512,3249,2881,0,1024.2,21.4,10,2019,40,2,False
2021-03-10,0.3069294637,0.1559267414,0.1003075326,0.06862568895,0.05909018292,0.04972629104,0.03992930745,0.03220667086,0.2994233778,0.1562779982,0.09766130523,0.0652189371,0.05524713085,0.0457028528,0.03722250665,0.03049671488,165070,14549,6227,3069,3146,2393,1867,1474,1,0.0,8.2,3,2021,10,2,False
2020-06-12,0.3526640931,0.163795161,0.09524801041,0.06776668458,0.05191231869,0.04142772864,0.03554661301,0.03044171399,0.3727041944,0.1752526122,0.100724207,0.06780772279,0.05251543306,0.04139945567,0.03495901896,0.02882880769,211879,18081,10241,7409,5621,3308,2750,2457,0,74.4,23.1,6,2020,24,4,False
2020-01-07,0.3430721046,0.1529648079,0.0865914089,0.07085755185,0.05962949281,0.04731123989,0.03790137317,0.03351101594,0.3610118963,0.1611450569,0.09057931762,0.07269999133,0.06059325706,0.05099634541,0.04086496793,0.03643756861,177145,11543,5086,4097,3458,2446,1279,1661,0,390.9,8.8,1,2020,2,1,False
2020-04-23,0.3150899647,0.1324455101,0.07229406567,0.04785612396,0.03156869845,0.0251568381,0.02017143147,0.01508170549,0.3196108946,0.136175557,0.06987254576,0.04440792349,0.02931097785,0.02220396175,0.01733773916,0.0126376092,180546,13698,6872,3499,1885,1706,1452,1096,0,0.3,8.6,4,2020,17,3,False
2020-09-22,0.3649077482,0.1893303421,0.1204105756,0.1031830463,0.08798668404,0.07002038404,0.05841897043,0.04726081922,0.370039535,0.1959884984,0.1223961894,0.1033424115,0.08861787228,0.07069886959,0.05837112752,0.04713068052,191255,13314,5660,4676,3650,2615,1944,1591,0,0.1,18.4,9,2020,39,1,False
2019-09-18,0.3295586798,0.1270648508,0.07069218058,0.04366868785,0.03455553268,0.03112550751,0.02784689899,0.02420539106,0.3639629719,0.1301853711,0.07532170046,0.04293392796,0.03506621336,0.03155301916,0.02719849876,0.02256791819,220203,16213,6089,2893,2014,1673,1639,1446,1,0.0,21.2,9,2019,38,2,False
2020-11-13,0.3635730098,0.201625681,0.1428037687,0.1165529565,0.09666866597,0.0822637077,0.07337119508,0.06391263058,0.3602414725,0.2055321234,0.1413783154,0.112122955,0.09158107145,0.07629206172,0.06841517166,0.05864434219,202242,22203,13818,11254,7685,4492,4038,3740,1,0.0,11.2,11,2020,46,4,False
2019-11-14,0.3584476267,0.1513418588,0.09135631311,0.06358839599,0.04624519111,0.04109423577,0.03445825384,0.02882213166,0.3603615651,0.1426118647,0.08547732446,0.05828903917,0.04116068257,0.0357516413,0.02774579973,0.02277257358,194401,15874,8573,4338,2637,1989,1861,1386,0,0.4,4.5,11,2019,46,3,False
2020-07-24,0.301465397,0.162608859,0.1086129827,0.08863647694,0.0747725672,0.06513199858,0.06018836306,0.05534954411,0.311612487,0.1738042787,0.1146419382,0.09227136631,0.07679270449,0.06581244867,0.06037469259,0.05464387712,207140,17650,11385,8993,6535,4117,3370,3295,0,255.0,21.5,7,2020,30,4,False
2020-01-11,0.4840249036,0.2334222164,0.1587466759,0.1233813158,0.09879971673,0.08206729102,0.06693187074,0.05854578564,0.4846805394,0.2334211325,0.153966499,0.1169047722,0.09008266852,0.07560664528,0.06129682622,0.05541283674,272484,30757,18056,14261,11563,8808,5036,3797,0,0.0,2.1,1,2020,2,5,True
2021-01-29,0.2991716007,0.1508155041,0.1023870374,0.07721771216,0.06090631198,0.04781921235,0.04114510803,0.03548576824,0.297297741,0.1526664346,0.100354801,0.0746382751,0.05855714243,0.0453615752,0.03949126471,0.03266377736,172668,14397,8928,6059,4189,2884,1946,1378,0,1.6,-5.3,1,2021,4,4,False
2019-09-27,0.342494461,0.1388984848,0.08881810195,0.06939325751,0.05524562411,0.04483625377,0.03982115376,0.03592257037,0.3560089223,0.1370672981,0.09074549031,0.06928321144,0.05422956806,0.04410678104,0.03808236812,0.03258010384,231346,19276,10803,8169,5467,2959,2530,2517,0,28.4,21.6,9,2019,39,4,False
2021-02-08,0.3328239504,0.1569675578,0.1112534474,0.0868244902,0.06700448686,0.05462710501,0.04258793511,0.03497555472,0.3360684329,0.1615242261,0.1121373561,0.0868784582,0.06683864214,0.05418349035,0.03986653208,0.03103222671,200611,17052,10230,6928,4772,3877,2877,2119,0,3.0,-0.5,2,2021,6,0,False
2020-03-09,0.333279208,0.1329400796,0.08918982956,0.06424990999,0.04470569049,0.03462587044,0.02650462642,0.02080737028,0.3520741811,0.1450839219,0.09683903394,0.06886747663,0.04717710469,0.03636102354,0.02659271615,0.01943292884,199301,15201,9896,6303,3956,2914,1894,1089,0,26.7,9.1,3,2020,11,0,False
2020-03-16,0.3524302251,0.1387457301,0.09344000287,0.07251755503,0.05346911236,0.04112042176,0.03229456718,0.02436696236,0.3647386508,0.1399689157,0.09330226119,0.07371293214,0.05539108344,0.04081688561,0.03209245667,0.02587011431,193385,15425,9706,6233,4124,2602,1683,1300,0,5.6,4.2,3,2020,12,0,False
2020-12-09,0.3090131271,0.1430257516,0.08682277422,0.06227208748,0.05231594185,0.04506531823,0.0371585069,0.03205614663,0.3143317739,0.1487302398,0.08813535285,0.06339535587,0.05189565842,0.04385541941,0.03421356176,0.02982660162,173334,12482,5783,2622,2333,2170,1465,1372,1,0.0,2.3,12,2020,50,2,False
2020-04-03,0.3304746126,0.1412163224,0.07223034361,0.04747398535,0.03449731208,0.02596749348,0.02102078028,0.01856471439,0.3376135855,0.1484519263,0.07402680789,0.04781956852,0.03503220739,0.02578503022,0.02008600321,0.01671151643,206411,17579,10213,6315,4485,2404,1650,1511,1,0.0,10.6,4,2020,14,4,False
2019-11-18,0.27861967,0.1027200619,0.07372485864,0.05874140778,0.04606140554,0.03872290705,0.03288641091,0.02757265195,0.3091817379,0.1062828042,0.07323832601,0.05725081112,0.0447279149,0.03792517146,0.03266499651,0.02702698263,193239,11193,7022,5114,3269,2558,1930,1174,0,175.6,9.1,11,2019,47,0,False
2019-10-30,0.3134738547,0.125568327,0.07140068206,0.04762920886,0.04070032157,0.03467816314,0.02990324334,0.02470933438,0.3347202872,0.1246281769,0.07056411809,0.04707839214,0.03944614818,0.03257729313,0.02715295418,0.0232043908,186863,14717,6543,2718,2320,2257,1665,1592,1,0.0,11.8,10,2019,44,2,False
2021-04-22,0.3405620387,0.1845955941,0.1273469349,0.1001786508,0.0825175222,0.07442857751,0.06772237356,0.05930651325,0.3355974633,0.1868357337,0.1254674145,0.09862359862,0.08105609668,0.07161414974,0.06578317516,0.05769664363,192988,15761,8986,5316,3282,3443,3157,2449,0,0.0,19.3,4,2021,16,3,False
2021-04-01,0.3591575946,0.1771247026,0.1164449521,0.08587770114,0.06641733106,0.05830459255,0.05003944081,0.041590149,0.3583342899,0.1810382672,0.1164619827,0.08496527332,0.06646608706,0.05849108456,0.05081766528,0.04182191957,194860,17431,9529,5651,3617,3841,2930,2398,0,6.7,14.9,4,2021,13,3,False
2019-10-20,0.4672029115,0.2109060827,0.1515637825,0.1192350281,0.09810647711,0.08158912928,0.06834660038,0.05780910419,0.469162925,0.1990229522,0.1425263898,0.1128222319,0.09369372034,0.08025068686,0.06500506106,0.0552526587,271085,19525,11034,7784,6229,4777,3573,1872,1,0.0,15.7,10,2019,42,6,True
2020-09-11,0.3661908315,0.1911826417,0.1298149274,0.1003025458,0.07926241053,0.06473804287,0.05416401381,0.04337655071,0.3733530063,0.2016946311,0.1334845853,0.103365641,0.08221513586,0.06683753943,0.05680138375,0.04468694281,228685,19439,11259,7498,4580,3317,2099,1829,0,66.9,21.5,9,2020,37,4,False
2020-02-29,0.3805066223,0.1590498213,0.09454149505,0.06556315983,0.05056173957,0.03951483572,0.03461200469,0.03277307319,0.384438317,0.1613965241,0.08814899651,0.0614128854,0.0467186591,0.0341659395,0.03095549738,0.02728330425,266515,23480,12299,8773,5803,4669,2459,1772,0,6.7,7.3,2,2020,9,5,True
2020-10-28,0.3523371295,0.1867310009,0.1219752291,0.0907394241,0.07955993009,0.06829958625,0.05264311036,0.04425262669,0.3526351283,0.1907340032,0.1201027951,0.08627762378,0.07565642566,0.06344806345,0.0486034111,0.0410015785,183904,17624,7314,4085,3825,3215,2420,1745,1,0.0,14.2,10,2020,44,2,False
2021-02-03,0.3193097977,0.1581954107,0.09626589684,0.06597321495,0.05433450343,0.04484537311,0.03714182471,0.03006170781,0.3239365806,0.1640540814,0.09597252155,0.063736605,0.05304960638,0.0429883935,0.03504493684,0.02832686033,164762,14172,6070,3863,2697,2292,1521,1490,0,7.3,-1.2,2,2021,5,2,False
2020-04-19,0.3682382373,0.1578263274,0.09233345624,0.0629401733,0.04742809735,0.03671798181,0.02823177852,0.02125046091,0.3669622804,0.162911656,0.09284312667,0.06250300041,0.04707490219,0.03637394686,0.02718069657,0.02042977845,204381,13975,7796,4443,3109,2711,2077,1117,0,199.6,11.2,4,2020,16,6,True
2020-09-21,0.3503162039,0.1760605315,0.1347398214,0.1116113618,0.08863418292,0.07448733341,0.06185871473,0.05061573029,0.3538810525,0.1818675477,0.1359459254,0.1129025215,0.09003284727,0.07449020278,0.06210982,0.05030189109,194993,15136,10033,6003,4815,3354,2568,1569,1,0.0,17.9,9,2020,39,0,False
2019-12-16,0.3489880048,0.1422516006,0.1006835023,0.08122603401,0.06449289596,0.05306394632,0.04272031633,0.03554439633,0.355478358,0.1409484374,0.09642038575,0.07821779681,0.06092335524,0.04997693594,0.04084861327,0.03367893386,203567,13688,9722,6430,4372,3497,2369,1643,1,0.0,7.5,12,2019,51,0,False
2020-10-09,0.4383271119,0.217646816,0.1469987326,0.1144610271,0.08955304509,0.06926902757,0.05880349911,0.05205085997,0.4419581104,0.2248493584,0.1467588126,0.1136750812,0.08824306321,0.06682209359,0.05580822002,0.0492800977,337978,41297,25382,21309,13841,7265,4651,3867,1,0.0,17.1,10,2020,41,4,False
2020-11-06,0.3454390611,0.1889662428,0.1324661483,0.1067857569,0.0847740817,0.06800369608,0.0582884382,0.05079555177,0.3446772981,0.19296575,0.1310850985,0.1043592453,0.0807969079,0.06213226186,0.05228946024,0.04468405487,193136,20084,11388,8679,6663,3938,2644,2559,0,0.3,13.4,11,2020,45,4,False
2020-11-30,0.2848380424,0.1311377223,0.09310975427,0.07566290155,0.06061869142,0.05169968657,0.04576849515,0.04084805335,0.2911554769,0.1363036607,0.09372986284,0.07460339378,0.05964819418,0.04857371352,0.04202338212,0.03686635061,159928,11425,8133,5023,3715,2533,2358,1307,1,0.0,2.5,11,2020,49,0,False
2019-11-04,0.2931655107,0.1043901578,0.07183603277,0.05681834529,0.04318296247,0.03504214264,0.02899897341,0.02342659858,0.2988492568,0.1016741614,0.0668086729,0.05197526725,0.03827265197,0.02969310875,0.02390438247,0.01885527198,202462,11736,7507,4835,3654,2580,1765,965,0,2.0,13.2,11,2019,45,0,False
2021-04-11,0.5000241281,0.2636834213,0.1850229739,0.139247556,0.116819746,0.09971787256,0.08225793273,0.07046036758,0.5019043822,0.2717821537,0.1896525477,0.1415379741,0.1166774648,0.09849056136,0.08085153086,0.06843366754,281930,23764,12875,9077,6844,5297,4116,2157,1,0.0,13.6,4,2021,14,6,True
2021-05-02,0.4859752364,0.2638691154,0.1875802238,0.1528099803,0.1291609041,0.110788521,0.09516352099,0.08283052211,0.4852816647,0.2700687999,0.1865371937,0.1507387499,0.1248204937,0.1053008199,0.0892937571,0.07714036737,284679,22795,11977,9338,8217,6426,5114,3059,0,16.3,12.2,5,2021,17,6,True
2020-12-18,0.3279952453,0.172789935,0.1134160676,0.08766385768,0.07083383674,0.05854262313,0.05376658713,0.04778112541,0.3373828131,0.1793486409,0.1147384144,0.08588116014,0.0688550428,0.05572890898,0.05090874676,0.04499224126,192444,16988,9662,6578,4074,2594,2439,2442,0,1.3,0.3,12,2020,51,4,False
